id,var_name,value,unit,reference,Comment,tag_1,tag_2,component
1,el_price_variation,1,1,,,,,
2,gas_price_variation,1.2,1,,,,,
3,EES_capex_variation,1,1,,,,,
4,TES_capex_variation,1,1,,,,,
